variable,code,label,source_year
v359,16,Anticoncepción oral de emergencia,2024
v359,17,Método específico 1,2024
v359,18,Método específico 2,2024
v359,19,Método específico 3,2024
v359,2,DIU,2024
v359,20,Método específico 4,2024
v359,3,Inyecciones,2024
v359,4,Diafragma,2024
v359,5,Condón,2024
v359,6,Esterilización femenina,2024
v359,7,Esterilización masculina,2024
v359,8,Abstinencia periódica,2024
v359,9,Retiro,2024
v360,1,Quedó embarazada,2024
v360,10,Costo,2024
v360,11,Fatalista,2024
v360,12,Dificil quedar embarazda/menopausia,2024
v360,13,Disolución matrimonial,2024
v360,14,Otro,2024
v360,2,Quería quedar embarazada,2024
v360,3,Marido desaprobó,2024
v360,4,Efectos secundarios,2024
v360,5,Motivos de salud,2024
v360,6,"Acceso, disponibilidad",2024
v360,7,Deseaba método más efectivo,2024
v360,8,Uso inconveniente,2024
v360,9,Sexo poco frecuente/Marido ausente,2024
v360,98,No sabe,2024
v361,1,Actualmente usando,2024
v361,2,Usado desde el último nacimiento,2024
v361,3,Usado antes del último nacimiento,2024
v361,4,Nunca usado,2024
v362,1,En los próximos 12 meses,2024
v362,2,Usar más tarde,2024
v362,3,No está seguro sobre el momento,2024
v362,4,No está seguro sobre el uso,2024
v362,5,No tiene la intención,2024
v362,6,Nunca tuve relaciones sexuales,2024
v363,1,Píldora,2024
v363,10,Otro,2024
v363,11,Norplant/Implantes,2024
v363,12,Abstinencia,2024
v363,13,Amenorrea por lactancia (MELA),2024
v363,14,Condón femenino,2024
v363,15,"Espuma, jalea, óvulos (vaginales)",2024
v363,16,Anticoncepción oral de emergencia,2024
v363,17,Cycle collar,2013
v363,2,DIU,2024
v363,3,Inyección,2024
v363,4,Diafragma,2024
v363,5,Condón,2024
v363,6,Esterilización femenina,2024
v363,7,Esterilización masculina,2024
v363,8,Abstinencia periódica,2024
v363,9,Retiro,2024
v363,98,No sabe,2024
v364,1,Usando el método moderno,2024
v364,2,Usando el método tradicional,2024
v364,3,No-usuario tiene la intención de,2024
v364,4,No tiene la intención de,2024
v364,5,Nunca tuve relaciones sexuales,2024
v367,1,Entonces,2024
v367,2,Esperar más,2024
v367,3,No quería más,2024
v372,0,Paquete no visto,2024
v372,1,Paquete visto,2024
v372a,0,Paquete no visto,2024
v372a,1,Paquete visto,2024
v375a,11,No casado,2024
v375a,20,FERTILITY-RELATED,2013
v375a,21,No tiene relaciones sexuales,2024
v375a,22,Sexo poco frecuente,2024
v375a,23,Menopausia,2024
v375a,24,Infertilidad/Subfecundidad,2024
v375a,25,Postparto/Lactancia,2024
v375a,26,Quiere más hijas(os),2024
v375a,27,Embarazada,2024
v375a,28,Histerectomìa,2024
v375a,30,OPPOSITION TO USE,2013
v375a,31,Entrevistada se opone,2024
v375a,32,Esposo/compañero se opuso,2024
v375a,33,Otros se oponen,2024
v375a,34,Prohibición religiosa,2024
v375a,40,LACK OF KNOWLEDGE,2013
v375a,41,No conoce ningún método,2024
v375a,42,No conoce ninguna fuente,2024
v375a,50,METHOD-RELATED,2013
v375a,51,Problemas de salud,2024
v375a,52,Miedo a efectos secundarios,2024
v375a,53,Falta de acceso,2024
v375a,54,Muy costoso,2024
v375a,55,Uso inconveniente,2024
v375a,56,Interfiere con procesos normales del cuerpo,2024
v375a,96,Otro,2024
v375a,98,No sabe,2024
v376,11,No casado,2024
v376,20,FERTILITY-RELATED,2013
v376,22,Sexo poco frecuente,2024
v376,23,Menopáusica/histerectomizada,2024
v376,24,Infertilidad mujer,2024
v376,25,Infertilidad hombre,2024
v376,26,Quiere más hijas(os),2024
v376,30,OPPOSITION TO USE,2013
v376,31,Entrevistada se opone,2024
v376,32,Esposo/compañero se opuso,2024
v376,33,Otros se oponen,2024
v376,34,Prohibición religiosa,2024
v376,40,LACK OF KNOWLEDGE,2013
v376,41,No conoce ningún método,2024
v376,42,No conoce ninguna fuente,2024
v376,50,METHOD-RELATED,2013
v376,51,Problemas de salud,2024
v376,52,Miedo a efectos secundarios,2024
v376,53,Falta de acceso,2024
v376,54,Muy costoso,2024
v376,55,Uso inconveniente,2024
v376,56,Interfiere con procesos normales del cuerpo,2024
v376,96,Otro,2024
v376,98,No sabe,2024
v376a,0,No,2024
v376a,1,Si,2024
v376a,8,No sabe,2024
v379,11,Hospital MINSA,2024
v379,12,Centro de salud MINSA,2024
v379,13,Puesto de salud MINSA,2024
v379,14,Trabajadora sanitaria MINSA,2024
v379,15,Hospital ESSALUD,2024
v379,16,Centro/Correo ESSALUD,2024
v379,17,Campaña/feria,2024
v379,18,Otro gobierno,2024
v379,21,Clínica privada,2024
v379,22,Farmacia,2024
v379,23,Médico privado,2024
v379,24,Clínica/FP post ONG,2024
v379,25,ONG de trabajadores de la salud,2024
v379,31,Tienda/supermercado,2024
v379,32,Iglesia,2024
v379,33,Amigos/parientes,2024
v379,95,Automedicación,2024
v379,96,Otro,2024
v379,98,No sabe,2024
v380,1,Govt Clinical/Pharm,2024
v380,2,Casa de Gobierno/Comm liv,2024
v380,3,ONG,2024
v380,4,Private Clin/Deliv,2024
v380,5,Farmacia Privada,2024
v380,6,"Tienda, iglesia, amigo",2024
v380,7,Otro,2024
v380,8,No sabe,2024
v384a,0,No,2024
v384a,1,Si,2024
v384b,0,No,2024
v384b,1,Si,2024
v384c,0,No,2024
v384c,1,Si,2024
v393,0,No,2024
v393,1,Si,2024
v394,0,No,2024
v394,1,Si,2024
v395,0,No,2024
v395,1,Si,2024
v3a00a,0,No,2019
v3a00a,1,Hospital del gobierno,2019
v3a00b,0,No,2019
v3a00b,1,Centro de salud del gobierno,2019
v3a00c,0,No,2019
v3a00c,1,Puesto de salud del gobierno,2019
v3a00d,0,No,2019
v3a00d,1,Clínica móvil pública,2019
v3a00e,0,No,2019
v3a00e,1,Trabajador de salud comunitario,2019
v3a00f,0,No,2019
v3a00f,1,CS sector público,2019
v3a00g,0,No,2019
v3a00g,1,CS sector público,2019
v3a00h,0,No,2019
v3a00h,1,CS sector público,2019
v3a00i,0,No,2019
v3a00i,1,Other sector público,2019
v3a00j,0,No,2019
v3a00j,1,Hospítal/clínica particular,2019
v3a00k,0,No,2019
v3a00k,1,Famacia privada,2019
v3a00l,0,No,2019
v3a00l,1,Doctor privado,2019
v3a00m,0,No,2019
v3a00m,1,Clínica móvil privada,2019
v3a00n,0,No,2019
v3a00n,1,Trabajador de salud comunitario,2019
v3a00o,0,No,2019
v3a00o,1,CS sector privado,2019
v3a00p,0,No,2019
v3a00p,1,CS sector privado,2019
v3a00q,0,No,2019
v3a00q,1,CS sector privado,2019
v3a00r,0,No,2019
v3a00r,1,Otro sector privado,2019
v3a00s,0,No,2019
v3a00s,1,Tienda,2019
v3a00t,0,No,2019
v3a00t,1,Práctica tradicional,2019
v3a00u,0,No,2019
v3a00u,1,CS otro sector privavdo,2019
v3a00v,0,No,2019
v3a00v,1,CS otro sector privado,2019
v3a00w,0,No,2019
v3a00w,1,CS otro sector privado,2019
v3a00x,0,No,2019
v3a00x,1,Otro,2019
v3a00y,0,No: conoce una fuente,2019
v3a00y,1,Sí: no conoce ninguna fuente,2019
v3a00z,0,No,2019
v3a00z,1,Si,2019
v3a01,0,No,2024
v3a01,1,Si,2024
v3a01,8,No sabe,2024
v3a02,0,No,2024
v3a02,1,Si,2024
v3a03,0,No,2024
v3a03,1,Si,2024
v3a04,0,No,2024
v3a04,1,Si,2024
v3a05,0,No,2024
v3a05,1,Si,2024
v3a06,0,No,2024
v3a06,1,Si,2024
v3a07,11,Hospital MINSA,2024
v3a07,12,Centro de salud MINSA,2024
v3a07,13,Puesto de salud MINSA,2024
v3a07,14,Promotor de salud  MINSA,2024
v3a07,15,Hospital ESSALUD,2024
v3a07,16,Policlìnico/Centro/Posta ESSALUD,2024
v3a07,17,Hospital/Otros de las FFAA & PNP,2024
v3a07,18,Hospital/Otro de la Municipalidad,2024
v3a07,19,Otro gobierno,2024
v3a07,21,Clínica particular,2024
v3a07,22,Farmacia/botica,2024
v3a07,23,Consultorio médico particular,2024
v3a07,24,Clínica /Posta de ONG,2024
v3a07,25,Promotores de ONG,2024
v3a07,31,Tienda/supermercado/hostal,2024
v3a07,32,Hospital/otro de la Iglesia,2024
v3a07,33,Amigos/parientes,2024
v3a07,95,Automedicación,2024
v3a07,96,Otro,2024
v3a07,97,No se pregunto fuente,2024
v3a07,98,No sabe,2024
v3a08a,0,No,2024
v3a08a,1,No en unión,2024
v3a08b,0,No,2024
v3a08b,1,No tiene relaciones sexuales,2024
v3a08c,0,No,2024
v3a08c,1,Sexo poco frecuente,2024
v3a08d,0,No,2024
v3a08d,1,Menopáusica/histerectomizada,2024
v3a08e,0,No,2024
v3a08e,1,Infertilidad de la mujer,2024
v3a08f,0,No,2024
v3a08f,1,Amenorrea posparto,2024
v3a08g,0,No,2024
v3a08g,1,Lactancia,2024
v3a08h,0,No,2024
v3a08h,1,Fatalista,2024
v3a08i,0,No,2024
v3a08i,1,Entrevistada se opone,2024
v3a08j,0,No,2024
v3a08j,1,Esposo/compañero se opone,2024
v3a08k,0,No,2024
v3a08k,1,Otros se oponen,2024
v3a08l,0,No,2024
v3a08l,1,Prohibición religiosa,2024
v3a08m,0,No,2024
v3a08m,1,No conoce ningún método,2024
v3a08n,0,No,2024
v3a08n,1,No conoce ninguna fuente,2024
v3a08o,0,No,2024
v3a08o,1,Problemas de salud,2024
v3a08p,0,No,2024
v3a08p,1,Miedo a los efectos secundarios,2024
v3a08q,0,No,2024
v3a08q,1,Falta de acceso/demasiado lejos,2024
v3a08r,0,No,2024
v3a08r,1,Muy costoso,2024
v3a08s,0,No,2024
v3a08s,1,Uso inconveniente,2024
v3a08t,0,No,2024
v3a08t,1,Interfiere con procesos normales del cuerpo,2024
v3a08u,0,No,2024
v3a08u,1,Infertilidad masculina,2024
v3a08v,0,No,2024
v3a08v,1,CS,2024
v3a08w,0,No,2024
v3a08w,1,CS,2024
v3a08x,0,No,2024
v3a08x,1,Otra,2024
v3a08z,0,No,2024
v3a08z,1,No sabe,2024
v3a09a,998,No sabe,2024
v3a09b,998,No sabe,2024
v401,0,No,2024
v401,1,Sí,2024
v404,0,No,2024
v404,1,Sí,2024
v405,0,No,2024
v405,1,Sí,2024
v406,0,No,2024
v406,1,Sí,2024
v407,96,Lo que demanda,2024
v408,96,Lo que demanda,2024
v409,0,No,2024
v409,1,Sí,2024
v409,8,No sabe,2024
v409a,0,No,2024
v409a,1,Sí,2024
v409a,8,No sabe,2024
v410,0,No,2024
v410,1,Sí,2024
v410,8,No sabe,2024
v410a,0,No,2024
v410a,1,Sí,2024
v410a,8,No sabe,2024
v411,0,No,2024
v411,1,Sí,2024
v411,8,No sabe,2024
v411a,0,No,2024
v411a,1,Sí,2024
v411a,8,No sabe,2024
v412,0,No,2024
v412,1,Sí,2024
v412,8,No sabe,2024
v412a,0,No,2024
v412a,1,Sí,2024
v412a,8,No sabe,2024
v412b,0,No,2024
v412b,1,Sí,2024
v412b,8,No sabe,2024
v413,0,No,2024
v413,1,Sí,2024
v413,8,No sabe,2024
v413a,0,No,2024
v413a,1,Sí,2024
v413a,8,No sabe,2024
v413b,0,No,2024
v413b,1,Sí,2024
v413b,8,No sabe,2024
v413c,0,No,2024
v413c,1,Sí,2024
v413c,8,No sabe,2024
v413d,0,No,2024
v413d,1,Sí,2024
v413d,8,No sabe,2024
v414a,0,No,2024
v414a,1,Sí,2024
v414a,8,No sabe,2024
v414b,0,No,2024
v414b,1,Sí,2024
v414b,8,No sabe,2024
v414c,0,No,2024
v414c,1,Sí,2024
v414c,8,No sabe,2024
v414d,0,No,2024
v414d,1,Sí,2024
v414d,8,No sabe,2024
v414e,0,No,2024
v414e,1,Sí,2024
v414e,8,No sabe,2024
v414f,0,No,2024
v414f,1,Sí,2024
v414f,8,No sabe,2024
v414g,0,No,2024
v414g,1,Sí,2024
v414g,8,No sabe,2024
v414h,0,No,2024
v414h,1,Sí,2024
v414h,8,No sabe,2024
v414h1,0,No,2024
v414h1,1,Sí,2024
v414h1,8,No sabe,2024
v414h2,0,No,2024
v414h2,1,Sí,2024
v414h2,8,No sabe,2024
v414i,0,No,2024
v414i,1,Sí,2024
v414i,8,No sabe,2024
v414j,0,No,2024
v414j,1,Sí,2024
v414j,8,No sabe,2024
v414k,0,No,2024
v414k,1,Sí,2024
v414k,8,No sabe,2024
v414l,0,No,2024
v414l,1,Sí,2024
v414l,8,No sabe,2024
v414m,0,No,2024
v414m,1,Sí,2024
v414m,8,No sabe,2024
v414n,0,No,2024
v414n,1,Sí,2024
v414n,8,No sabe,2024
v414o,0,No,2024
v414o,1,Sí,2024
v414o,8,No sabe,2024
v414p,0,No,2024
v414p,1,Sí,2024
v414p,8,No sabe,2024
v414q,0,No,2024
v414q,1,Sí,2024
v414q,8,No sabe,2024
v414r,0,No,2024
v414r,1,Sí,2024
v414r,8,No sabe,2024
v414s,0,No,2024
v414s,1,Sí,2024
v414s,8,No sabe,2024
v414t,0,No,2024
v414t,1,Sí,2024
v414t,8,No sabe,2024
v414u,0,No,2024
v414u,1,Sí,2024
v414u,8,No sabe,2024
v415,0,No,2024
v415,1,Sí,2024
v415,8,No sabe,2024
v416,0,Nunca escuché de ORS,2024
v416,1,Ha usado ORS,2024
v416,2,Ha oído de ORS,2024
v426,0,Inmediatamente,2024
v439,9998,Casos marcados,2024
v440,9998,Casos marcados,2024
v441,9998,Casos marcados,2024
v441,99998,Flagged cases,2013
v442,9998,Casos marcados,2024
v442,99998,Flagged cases,2013
v443,9998,Casos marcados,2024
v443,99998,Flagged cases,2013
v444,9998,Casos marcados,2024
v444,99998,Flagged cases,2013
v444a,9998,Casos marcados,2024
v445,9998,Casos marcados,2024
v446,9998,Casos marcados,2024
v447,0,Medida,2024
v447,3,No presente,2024
v447,4,Rechazó,2024
v447,5,Medida parcialmente,2024
v447,6,Otro,2024
v447,7,No measurement found in HH,2013
v452a,1,Menores de 18 años,2024
v452a,2,18 años o más,2024
v452b,0,No en el hogar,2024
v452c,1,Aceptó,2024
v452c,2,Padre/otro se negó,2024
v452c,3,Entrevistada se negó,2024
v454,0,No/no sabe,2024
v454,1,Sí,2024
v455,0,Medido,2024
v455,3,No presente,2024
v455,4,Rechazo,2024
v455,6,Otro,2024
v455,7,No measurement found in HH,2013
v457,1,Grave,2024
v457,2,Moderar,2024
v457,3,Templado,2024
v457,4,No anémico,2024
v457a,1,Grave,2024
v457a,2,Moderar,2024
v457a,3,Templado,2024
v457a,4,No anémico,2024
v458,0,No,2024
v458,1,Sí,2024
v459,0,No,2024
v459,1,Sí,2024
v460,0,No,2024
v460,1,Todos los niños,2024
v460,2,Algunos niños,2024
v460,3,Sin mosquitera en HH,2024
v461,0,No,2024
v461,1,Sí,2024
v462,0,No,2024
v462,1,Sí,2024
v462,2,Comida nunca preparada,2024
v463a,0,No,2024
v463a,1,Sí,2024
v463b,0,No,2024
v463b,1,Sí,2024
v463c,0,No,2024
v463c,1,Sí,2024
v463d,0,No,2024
v463d,1,Sí,2024
v463e,0,No,2024
v463e,1,Sí,2024
v463f,0,No,2024
v463f,1,Sí,2024
v463g,0,No,2024
v463g,1,Sí,2024
v463x,0,No,2024
v463x,1,"Sí, no fuma nada",2024
v463z,0,Si fuma,2024
v463z,1,No fuma,2024
v465,1,Siempre use inodoro/letrina,2024
v465,10,Lo tira en el patio/campo,2024
v465,11,Lo quema en el patio,2024
v465,12,Lo tira en el río/acequia,2024
v465,2,Lo tira en inodoro/letrina,2024
v465,3,Lo bota en el lavadero,2024
v465,4,Lo bota en la basura,2024
v465,5,Enterrado,2024
v465,6,Enjuagarse,2024
v465,7,Usa pañales desechables,2024
v465,8,Usa pañales lavables,2024
v465,9,No hace nada/lo deja en el suelo,2024
v465,96,Otro,2024
v466,0,No,2024
v466,1,Sí,2024
v466,2,Depende,2024
v466,8,No sabe,2024
v467a,0,No hay problema,2024
v467a,1,Gran problema,2024
v467b,0,No hay problema,2024
v467b,1,Gran problema,2024
v467c,0,No hay problema,2024
v467c,1,Gran problema,2024
v467d,0,No hay problema,2024
v467d,1,Gran problema,2024
v467e,0,No hay problema,2024
v467e,1,Gran problema,2024
v467f,0,No hay problema,2024
v467f,1,Gran problema,2024
v467g,0,No hay problema,2024
v467g,1,Gran problema,2024
v467h,0,No hay problema,2024
v467h,1,Gran problema,2024
v467i,0,No hay problema,2024
v467i,1,Gran problema,2024
v467j,0,No hay problema,2024
v467j,1,Gran problema,2024
v467k,0,No hay problema,2024
v467k,1,Gran problema,2024
v467l,0,No hay problema,2024
v467l,1,Gran problema,2024
v467m,0,No hay problema,2024
v467m,1,Gran problema,2024
v468,0,See specific questions,2013
v468,1,Solo el último nacimiento,2024
v468,2,All columns,2013
v471a,0,No,2024
v471a,1,Sí,2024
v471a,8,No sabe,2024
v471b,0,No,2024
v471b,1,Sí,2024
v471b,8,No sabe,2024
v471c,0,No,2024
v471c,1,Sí,2024
v471c,8,No sabe,2024
v471d,0,No,2024
v471d,1,Sí,2024
v471d,8,No sabe,2024
v471e,0,No,2024
v471e,1,Sí,2024
v471e,8,No sabe,2024
v471f,0,No,2024
v471f,1,Sí,2024
v471f,8,No sabe,2024
v471g,0,No,2024
v471g,1,Sí,2024
v471g,8,No sabe,2024
v472a,0,No,2024
v472a,1,Sí,2024
v472a,8,No sabe,2024
v472b,0,No,2024
v472b,1,Sí,2024
v472b,8,No sabe,2024
v472c,0,No,2024
v472c,1,Sí,2024
v472c,8,No sabe,2024
v472d,0,No,2024
v472d,1,Sí,2024
v472d,8,No sabe,2024
v472e,0,No,2024
v472e,1,Sí,2024
v472e,8,No sabe,2024
v472f,0,No,2024
v472f,1,Sí,2024
v472f,8,No sabe,2024
v472g,0,No,2024
v472g,1,Sí,2024
v472g,8,No sabe,2024
v472h,0,No,2024
v472h,1,Sí,2024
v472h,8,No sabe,2024
v472i,0,No,2024
v472i,1,Sí,2024
v472i,8,No sabe,2024
v472j,0,No,2024
v472j,1,Sí,2024
v472j,8,No sabe,2024
v472k,0,No,2024
v472k,1,Sí,2024
v472k,8,No sabe,2024
v472l,0,No,2024
v472l,1,Sí,2024
v472l,8,No sabe,2024
v472m,0,No,2024
v472m,1,Sí,2024
v472m,8,No sabe,2024
v472n,0,No,2024
v472n,1,Sí,2024
v472n,8,No sabe,2024
v472o,0,No,2024
v472o,1,Sí,2024
v472o,8,No sabe,2024
v472p,0,No,2024
v472p,1,Sí,2024
v472p,8,No sabe,2024
v472q,0,No,2024
v472q,1,Sí,2024
v472q,8,No sabe,2024
v472r,0,No,2024
v472r,1,Sí,2024
v472r,8,No sabe,2024
v472s,0,No,2024
v472s,1,Sí,2024
v472s,8,No sabe,2024
v472t,0,No,2024
v472t,1,Sí,2024
v472t,8,No sabe,2024
v472u,0,No,2024
v472u,1,Sí,2024
v472u,8,No sabe,2024
v473a,1,Concedido,2024
v473a,2,Padre/otro se negó,2024
v473a,3,Emtravistada se negó,2024
v473b,1,Sangre tomada,2024
v473b,2,No presente,2024
v473b,3,Rehusó,2024
v473b,6,Otro,2024
v474,0,No,2024
v474,1,Sí,2024
v474a,0,No,2024
v474a,1,Sí,2024
v474b,0,No,2024
v474b,1,Sí,2024
v474c,0,No,2024
v474c,1,Sí,2024
v474d,0,No,2024
v474d,1,Sí,2024
v474e,0,No,2024
v474e,1,Sí,2024
v474f,0,No,2024
v474f,1,Sí,2024
v474g,0,No,2024
v474g,1,Sí,2024
v474h,0,No,2024
v474h,1,Sí,2024
v474i,0,No,2024
v474i,1,Sí,2024
v474j,0,No,2024
v474j,1,Sí,2024
v474x,0,No,2024
v474x,1,Sí,2024
v474z,0,No,2024
v474z,1,Sí,2024
v475,0,No,2024
v475,1,Sí,2024
v475,8,No sabe,2024
v476,0,No,2024
v476,1,Sí,2024
v476,8,No sabe/no esta segura/depende,2024
v477,0,Ninguna,2024
v477,90,90+,2024
v477,98,No sabe,2024
v478,0,Ninguna,2024
v478,90,90+,2024
v478,98,No sabe,2024
v479,10,Sector Público,2024
v479,11,Hospital MINSA,2024
v479,12,Centro de salud MINSA,2024
v479,13,Puesto de salud MINSA,2024
v479,14,Hospital ESSALUD,2024
v479,15,Centro/publicar ESSALUD,2024
v479,16,Hospital/Otros FFAA y PNP,2024
v479,17,Hospital/Otros Local Gov,2024
v479,19,Otro gobierno,2024
v479,20,Médico privado,2024
v479,21,Clínica privada,2024
v479,22,Farmacia,2024
v479,23,Médico privado,2024
v479,24,Clínica de ONG/publicación FP,2024
v479,26,Otro médico privado,2024
v479,30,Otros no Médicos,2024
v479,32,Hospital/Otra Iglesia,2024
v479,41,Casa,2024
v479,96,Otro,2024
v480,0,No,2024
v480,1,Sí,2024
v480,8,No sabe,2024
v481,0,No,2024
v481,1,Sí,2024
v481a,0,No,2024
v481a,1,Sí,2024
v481b,0,No,2024
v481b,1,Sí,2024
v481c,0,No,2024
v481c,1,Sí,2024
v481d,0,No,2024
v481d,1,Sí,2024
v481e,0,No,2024
v481e,1,Sí,2024
v481f,0,No,2024
v481f,1,Sí,2024
v481g,0,No,2024
v481g,1,Sí,2024
v481h,0,No,2024
v481h,1,Sí,2024
v481x,0,No,2024
v481x,1,Sí,2024
v482a,0,No,2024
v482a,1,Sí,2024
v482a,8,Inseguro,2024
v482b,0,No,2024
v482b,1,Sí,2024
v482c,0,No,2024
v482c,1,Sí,2024
v482c,8,Inseguro,2024
v501,0,Nunca casada,2024
v501,1,Casado,2024
v501,2,Viviendo juntos,2024
v501,3,Viuda,2024
v501,4,Divorciada,2024
v501,5,No viven juntos,2024
v502,0,Nunca casada,2024
v502,1,Actualmente casada,2024
v502,2,Anteriormente casada,2024
v503,1,Una vez,2024
v503,2,Mas de una vez,2024
v504,1,Vive con ella,2024
v504,2,Vive en otro sitio,2024
v505,0,No otras esposas,2024
v505,98,No sabe,2024
v506,98,No sabe,2024
v510,1,Tiene mes y año,2024
v510,2,Tiene mes y edad - imputa año,2024
v510,3,Tiene año y edad - imputa mes,2024
v510,5,Tiene año - imputa mes,2024
v510,6,Tiene edad - imputa mes año,2024
v510,7,Tiene mes - imputa año,2024
v510,8,Ninguno - imputa todo,2024
v513,0,Nunca casada,2024
v513,1,De 0 a 4 años,2024
v513,2,De 5 a 9 años,2024
v513,3,De 10 a 14 años,2024
v513,4,De 15 a 19 años,2024
v513,5,De 20 a 24 años,2024
v513,6,De 25 a 29 años,2024
v513,7,De 30 a más años,2024
v525,0,Nunca tuvo relaciones sexuales,2024
v525,96,En la primera union,2024
v525,97,Inconsistent,2013
v525,98,Don't know,2013
v527,100,Menos de un día,2024
v527,101,Días:,2024
v527,199,Days missing,2013
v527,201,Semanas:,2024
v527,301,Meses:,2024
v527,399,Months missing,2013
v527,401,Años:,2024
v527,499,Years missing,2013
v527,99,Weeks missing,2013
v527,995,Within last 4 weeks,2013
v527,996,Before last birth,2013
v527,997,Inconsistent,2013
v527,998,Don't know,2013
v528,31,31 ó más días,2024
v528,95,Within last 4 weeks,2013
v528,96,Before last birth,2013
v528,97,Inconsistent,2013
v528,98,Don't know,2013
v529,995,Within last 4 weeks,2013
v529,996,Before last birth,2013
v529,997,Inconsistente,2024
v529,998,Don't know,2013
v530,0,Sin marcador,2024
v530,1,N> int. desde el nacimiento,2024
v530,2,N + abst. > intervalo,2024
v530,3,"N, pero el sexo no res.",2024
v530,4,"96, pero sin nacimiento",2024
v530,5,"96, pero act emb",2024
v530,6,"96, pero reanudó el sexo",2024
v530,7,"N, último sexo antes de",2024
v530,8,"N, inconsis 4 semanas",2024
v530,9,"N, sex bef last birt",2024
v531,0,No tuve relaciones sexuales,2024
v531,97,Inconsistente,2024
v531,98,No sabe,2024
v532,0,Sin bandera,2024
v532,1,Despues de la entrevista,2024
v532,2,Después de concep> = 1 año,2024
v532,3,Después de concep <1 año,2024
v532,4,"En marr, nunca marr",2024
v532,5,"En marr, despues de concep",2024
v532,6,Despues del matrimonio,2024
v535,0,No,2024
v535,1,"Sí, estuvo casada",2024
v535,2,"Sí, convivió",2024
v536,0,Nunca tuvo relaciones sexuales,2024
v536,1,Activo en las últimas 4 semanas,2024
v536,2,No activo en las últimas 4 semanas - abstinencia postparto,2024
v536,3,No activo en las últimas 4 semanas - no abstinencia postparto,2024
v537,60,60 meses o más,2024
v537,96,Before last birth,2013
v537,97,Inconsistente,2024
v537,98,DK,2013
v538,1,Muerte/viudez,2024
v538,2,Divorcio,2024
v538,3,Separación,2024
v539,1,Informante,2024
v539,2,Otra esposa,2024
v539,3,Hijos del cónyuge,2024
v539,4,Familia del cónyuge,2024
v539,6,Otro,2024
v539,7,Sin propiedad,2024
v540,0,No,2024
v540,1,Sí,2024
v541,0,No,2024
v541,1,Sí,2024
v541,8,No sabe/insegura,2024
v602,1,Tener un/otro hijo,2024
v602,2,No sabe/insegura,2024
v602,3,No más/ninguno,2024
v602,4,Esterilizada,2024
v602,5,Infertilidad,2024
v602,6,Never had sex,2013
v603,993,Despues del matrimonio,2024
v603,994,"Pronto, ahora",2024
v603,996,"Otro, No numérico",2024
v603,997,Inconsistent,2013
v603,998,No sabe,2024
v604,0,De 0 a 11 meses,2024
v604,1,1 año,2024
v604,2,2 años,2024
v604,3,3 años,2024
v604,4,4 años,2024
v604,5,5 años,2024
v604,6,6 ó más años,2024
v604,7,No numérico,2024
v604,8,No sabe,2024
v605,1,Quiere dentro de 2 años,2024
v605,2,Quiere después de 2 ó más años,2024
v605,3,"Quiere, no está seguro de tiempo",2024
v605,4,Indecisa,2024
v605,5,No quiere mas,2024
v605,6,Esterilizada,2024
v605,7,Infértil,2024
v605,8,Never had sex,2013
v613,96,Respuesta no numérica,2024
v613,98,DK,2013
v614,6,6 ó más,2024
v614,7,Respuesta no numérica,2024
v616,993,Despues del matrimonio,2024
v616,994,Pronto/ahora,2024
v616,995,No puede quedar embarazada,2024
v616,996,Otro,2024
v616,998,No sabe,2024
v621,1,Ambos quieren el mismo número,2024
v621,2,Quiere más hijas/hijos,2024
v621,3,Quiere menos hijas/hijos,2024
v621,8,No sabe,2024
v623,0,Fértil,2024
v623,1,Embarazada,2024
v623,2,Amenorrea,2024
v623,3,"Infértil, menopausia",2024
v624,0,Nunca tuvo relaciones sexuales,2024
v624,1,NeceSIDAd insatisfecha de espacio,2024
v624,2,NeceSIDAd insatisfecha de limite,2024
v624,3,Uso de espacio,2024
v624,4,Uso de límite,2024
v624,5,Falla de espacio,2024
v624,6,Falla de límite,2024
v624,7,Deseo de nacimiento <2 años,2024
v624,8,"No sexo, quiere esperar",2024
v624,9,"Infértil, menopausia",2024
v625,0,Fértil,2024
v625,1,Embarazada,2024
v625,2,Amenorreica,2024
v625,3,"Infértil, menopausia",2024
v626,0,Nunca tuve relaciones sexuales,2024
v626,1,NeceSIDAd insatisfecha de espacio,2024
v626,2,NeceSIDAd insatisfecha de limitar,2024
v626,3,Uso de espacio,2024
v626,4,Uso de límite,2024
v626,5,Falla de espacio,2024
v626,6,Falla de límite,2024
v626,7,Deseo de nacimiento <2 años,2024
v626,8,"No sexo, quiere esperar",2024
v626,9,"Infértil, menopausia",2024
v627,96,Otro,2024
v627,98,DK,2013
v628,96,Otro,2024
v628,98,DK,2013
v629,96,Otro,2024
v629,98,DK,2013
v631,1,Un gran problema,2024
v631,2,Un pequeño problema,2024
v631,3,No seria problema,2024
v631,4,No puede quedar embarazada/No tiene relaciones sexuales,2024
v632,1,Entrevistada principalmente,2024
v632,2,"Esposo, compañero principalmente",2024
v632,3,Decisión conjunta,2024
v632,6,Otro,2024
v633a,0,No,2024
v633a,1,Sí,2024
v633a,8,No sabe,2024
v633b,0,No,2024
v633b,1,Sí,2024
v633b,8,No sabe,2024
v633c,0,No,2024
v633c,1,Sí,2024
v633c,8,No sabe,2024
v633d,0,No,2024
v633d,1,Sí,2024
v633d,8,No sabe,2024
