variable,code,label,source_year
qs218c,9.9,No hay dato,2024
qs218u,1,Número de porciones ensalada,2024
qs218u,8,No sabe/No recuerda,2024
qs219u,1,Número de días,2024
qs219u,3,No comió,2024
qs219u,8,No sabe/No recuerda,2024
qs220cv,0.5,0.5,2013
qs220cv,1,1.0,2013
qs220cv,1.5,1.5,2013
qs220cv,2,2.0,2013
qs220cv,2.5,2.5,2013
qs220cv,3,3.0,2013
qs220cv,3.5,3.5,2013
qs220cv,4,4.0,2013
qs220cv,4.5,4.5,2013
qs220cv,5,5.0,2013
qs220cv,5.5,5.5,2013
qs220cv,6,6.0,2013
qs220cv,6.5,6.5,2013
qs220cv,7,7.0,2013
qs220cv,7.5,7.5,2013
qs220cv,8,8.0,2013
qs220cv,9.9,No hay dato,2024
qs220u,1,Número de porciones,2024
qs220u,2,Número de cucharadas,2024
qs220u,8,No sabe/No recuerda,2024
qs22a,9998,No sabe el año,2024
qs22m,1,Enero,2024
qs22m,10,Octubre,2024
qs22m,11,Noviembre,2024
qs22m,12,Diciembre,2024
qs22m,2,Febrero,2024
qs22m,3,Marzo,2024
qs22m,4,Abril,2024
qs22m,5,Mayo,2024
qs22m,6,Junio,2024
qs22m,7,Julio,2024
qs22m,8,Agosto,2024
qs22m,9,Septiembre,2024
qs22m,98,No sabe el mes,2013
qs23,97,97 o más años,2024
qs24,1,Si,2024
qs24,2,No,2024
qs25a,6,6 o más,2024
qs25a,8,No sabe,2013
qs25aa,1,Quechua,2024
qs25aa,10,Castellano,2024
qs25aa,11,Portugués,2024
qs25aa,12,Otra lengua extranjera,2024
qs25aa,2,Aimara,2024
qs25aa,3,Ashaninka,2024
qs25aa,4,Awajun/Aguaruna,2024
qs25aa,5,Shipibo/Konibo,2024
qs25aa,6,Shawi/Chayahuita,2024
qs25aa,7,Matsigenka/Machiguenga,2024
qs25aa,8,Achuar,2024
qs25aa,9,Otra lengua nativa u originaria,2024
qs25ag,1,Educación en años,2024
qs25ag,2,Educación en grados,2024
qs25bb,1,Quechua,2024
qs25bb,2,Aimara,2024
qs25bb,3,Nativo o indígena de la amazonia,2024
qs25bb,4,Perteneciente o parte de otro pueblo,2024
qs25bb,5,Negro/moreno/zambo/mulato/pueblo afroperuano o afrodescendiente,2024
qs25bb,6,Blanco,2024
qs25bb,7,Mestizo,2024
qs25bb,8,Otro,2024
qs25bb,98,No sabe/No responde,2024
qs25c1,1,Si,2024
qs25c1,2,No,2024
qs25c2,1,Si,2024
qs25c2,2,No,2024
qs25c3,1,Si,2024
qs25c3,2,No,2024
qs25c4,1,Si,2024
qs25c4,2,No,2024
qs25c5,1,Si,2024
qs25c5,2,No,2024
qs25c6,1,Si,2024
qs25c6,2,No,2024
qs25g,6,6 o más,2024
qs25g,8,No sabe,2013
qs25n,0,"Inicial, pre-escolar",2024
qs25n,1,Primaria,2024
qs25n,2,Secundaria,2024
qs25n,3,Superior No Universitaria,2024
qs25n,4,Superior Universitaria,2024
qs25n,5,Postgrado,2024
qs25n,8,No sabe,2013
qs26,1,Si,2024
qs26,2,No,2024
qs27,A,SEGURO INTEGRAL DE SALUD,2024
qs27,B,ESSALUD/ IPSS,2024
qs27,C,FUERZAS ARMADAS O POLICIALES,2024
qs27,D,ENTIDAD PRESTADORA DE SALUD,2024
qs27,E,SEGURO PRIVADO,2024
qs27,W,NO HAY DATO,2013
qs27,X,OTRO,2024
qs28,1,Si,2024
qs28,2,No,2024
qs29a,1,Si,2024
qs29a,2,No,2024
qs29b,1,Si,2024
qs29b,2,No,2024
qs301,1,Si,2024
qs301,2,No,2024
qs301,8,No sabe/No recuerda,2024
qs302u,1,Meses (si es < de 2 años),2024
qs302u,2,Años (si es de 2 o más años),2024
qs302u,8,No sabe/No recuerda,2024
qs303,10,Hospital MINSA,2024
qs303,11,Hospital ESSALUD,2024
qs303,12,Hospital FFAA Y PNP,2024
qs303,13,Hospital / Otro Municipal,2024
qs303,14,Centro/Puesto del MINSA,2024
qs303,15,Policlinico /Posta de ESSALUD/UBAP,2024
qs303,20,Clínica/Consultorio Particular,2024
qs303,21,Optica,2024
qs303,30,Clinica/Posta de ONG,2024
qs303,31,Hospital / Otro de Iglesia,2024
qs303,40,Campaña del MINSA,2024
qs303,41,Campaña de ESSALUD,2024
qs303,42,Otras Campañas,2024
qs303,96,Otro,2024
qs303,98,No sabe/No recuerda,2024
qs304,1,Si,2024
qs304,2,No,2024
qs304,8,No sabe/No recuerda,2024
qs305u,1,Meses (si es < de 2 años),2024
qs305u,2,Años (si es de 2 o más años),2024
qs305u,8,No sabe/No recuerda,2024
qs306,1,Si,2024
qs306,2,No,2024
qs306,8,No sabe/No recuerda,2024
qs307,1,Si,2024
qs307,2,No,2024
qs307,8,No sabe/No recuerda,2024
qs308,1,Si,2024
qs308,2,No,2024
qs308,8,No sabe/No recuerda,2024
qs309,1,Si,2024
qs309,2,No,2024
qs309,8,No sabe/No recuerda,2024
qs311,1,Si,2024
qs311,2,No,2024
qs311,8,No sabe/No recuerda,2024
qs312u,1,Meses ( si es < de 2 años),2024
qs312u,2,Años (si es de 2 o más años),2024
qs312u,8,No sabe/No recuerda,2024
qs313,10,Hospital MINSA,2024
qs313,11,Hospital ESSALUD,2024
qs313,12,Hospital FFAA Y PNP,2024
qs313,13,Hospital / Otro Municipal,2024
qs313,14,Centro/Puesto del MINSA,2024
qs313,15,Policlinico /Posta de ESSALUD/UBAP,2024
qs313,20,Clínica/Consultorio Particular,2024
qs313,30,Clinica/Posta de ONG,2024
qs313,31,Hospital / Otro de Iglesia,2024
qs313,40,Campaña del MINSA,2024
qs313,41,Campaña de ESSALUD,2024
qs313,42,Otras Campañas,2024
qs313,96,Otro,2024
qs313,98,No sabe/No recuerda,2024
qs401,1,Si,2024
qs401,2,No,2024
qs401,8,No sabe/No recuerda,2024
qs402,1,Si,2024
qs402,2,No,2024
qs402,8,No sabe/No recuerda,2024
qs403,1,Si,2024
qs403,2,No,2024
qs403,8,No sabe/No recuerda,2024
qs404,1,Si,2024
qs404,2,No,2024
qs404,8,No sabe/No recuerda,2024
qs406,1,Si,2024
qs406,2,No,2024
qs406,8,No sabe/No recuerda,2024
qs407,A,Hospital MINSA,2024
qs407,B,Hospital ESSALUD,2024
qs407,C,Hospital FFAA Y PNP,2024
qs407,D,Hospital / Otro Municipal,2024
qs407,E,Centro/Puesto del MINSA,2024
qs407,F,Policlinico /Posta de ESSALUD/UBAP,2024
qs407,G,Clínica Particular,2024
qs407,H,Consultorio Particular,2024
qs407,I,Clinica/Posta de ONG,2024
qs407,J,Hospital / Otro de Iglesia,2024
qs407,K,Liga contra el cancer,2024
qs407,L,Campaña MINSA,2024
qs407,M,Campaña ESSALUD,2024
qs407,N,Otras campañas,2024
qs407,W,No hay dato,2013
qs407,X,Otro,2024
qs407,Y,No sabe/No recuerda,2024
qs409,1,Si,2024
qs409,2,No,2024
qs409,8,No sabe/No recuerda,2024
qs410u,1,Meses ( si es < de 2 años),2024
qs410u,2,Años ( si es de 2 o más años),2024
qs410u,8,No sabe/No recuerda,2024
qs411,1,Si,2024
qs411,2,No,2024
qs411,8,No sabe/No recuerda,2024
qs412u,1,Meses ( si es < de 2 años),2024
qs412u,2,Años ( si es de 2 o más años),2024
qs412u,8,No sabe/No recuerda,2024
qs413,1,Si,2024
qs413,2,No,2024
qs413,8,No sabe/No recuerda,2024
qs413a,1,Si,2024
qs413a,2,No,2024
qs413a,8,No sabe/no recuerda,2024
qs413b,1,Meses,2024
qs413b,2,Años,2024
qs413b,8,No sabe/no recuerda,2024
qs413c,1,Si,2024
qs413c,2,No,2024
qs413c,8,No sabe/no recuerda,2024
qs413d,1,Si,2024
qs413d,2,No,2024
qs413d,8,No sabe/no recuerda,2024
qs413e,1,Meses,2024
qs413e,2,Años,2024
qs413e,8,No sabe/no recuerda,2024
qs413f,1,Si,2024
qs413f,2,No,2024
qs413f,8,No sabe/no recuerda,2024
qs415,1,Si,2024
qs415,2,No,2024
qs415,8,No sabe/No recuerda,2024
qs416u,1,Meses ( si es < de 2 años),2024
qs416u,2,Años ( si es de 2 o más años),2024
qs416u,8,No sabe/No recuerda,2024
qs500,1,Si,2024
qs500,2,No,2024
qs501u,1,Días (si es menor de 1 mes),2024
qs501u,2,Meses ( si es de 1 mes a mas),2024
qs501u,8,No sabe/no recuerda,2024
qs503,1,Si,2024
qs503,2,No,2024
qs503,8,No sabe/No recuerda,2024
qs505a,1,Si,2024
qs505a,2,No,2024
qs505a,8,No sabe/No recuerda,2024
qs505b,1,Si,2024
qs505b,2,No,2024
qs505b,8,No sabe/No recuerda,2024
qs505c,1,Si,2024
qs505c,2,No,2024
qs505c,8,No sabe/No recuerda,2024
qs505d,1,Si,2024
qs505d,2,No,2024
qs505d,8,No sabe/No recuerda,2024
qs506,1,Si,2024
qs506,2,No,2024
qs506,8,No sabe/No recuerda,2024
qs506b,1,Si,2024
qs506b,2,No,2024
qs506b,8,No sabe/No esta segura(o)/Depende,2024
qs507a,1,Si,2013
qs507a,2,No,2013
qs507b,1,Si,2013
qs507b,2,No,2013
qs507c,1,Si,2013
qs507c,2,No,2013
qs507d,1,Si,2013
qs507d,2,No,2013
qs507e,1,Si,2013
qs507e,2,No,2013
qs507f,1,Si,2013
qs507f,2,No,2013
qs507g,1,Si,2013
qs507g,2,No,2013
qs507h,1,Si,2013
qs507h,2,No,2013
qs507i,1,Si,2013
qs507i,2,No,2013
qs507j,1,Si,2013
qs507j,2,No,2013
qs601a,1,Si,2024
qs601a,2,No,2024
qs601b,1,Si,2024
qs601b,2,No,2024
qs603,1,Si,2024
qs603,2,No,2024
qs603,8,No sabe/No recuerda,2024
qs604,1,Si,2024
qs604,2,No,2024
qs604,8,No sabe/No recuerda,2024
qs606,1,Si,2024
qs606,2,No,2024
qs606,8,No sabe/No recuerda,2024
qs607,1,Si,2024
qs607,2,No,2024
qs607,8,No sabe/No recuerda,2024
qs608,1,Si,2024
qs608,2,No,2024
qs608,8,No sabe/No recuerda,2024
qs609,1,Si,2024
qs609,2,No,2024
qs609,8,No sabe/No recuerda,2024
qs610,1,Si,2024
qs610,2,No,2024
qs610,8,No sabe/No recuerda,2024
qs611,1,Si,2024
qs611,2,No,2024
qs611,8,No sabe/No recuerda,2024
qs700a,0,Para Nada,2024
qs700a,1,Varios días (de 1 a 6 días),2024
qs700a,2,La mayoria de días (de 7 a 11 días),2024
qs700a,3,Casi todos los días (de 12 a más días),2024
qs700b,0,Para Nada,2024
qs700b,1,Varios días (de 1 a 6 días),2024
qs700b,2,La mayoria de días (de 7 a 11 días),2024
qs700b,3,Casi todos los días (de 12 a más días),2024
qs700c,0,Para Nada,2024
qs700c,1,Varios días (de 1 a 6 días),2024
qs700c,2,La mayoria de días (de 7 a 11 días),2024
qs700c,3,Casi todos los días (de 12 a más días),2024
qs700d,0,Para Nada,2024
qs700d,1,Varios días (de 1 a 6 días),2024
qs700d,2,La mayoria de días (de 7 a 11 días),2024
qs700d,3,Casi todos los días (de 12 a más días),2024
qs700e,0,Para Nada,2024
qs700e,1,Varios días (de 1 a 6 días),2024
qs700e,2,La mayoria de días (de 7 a 11 días),2024
qs700e,3,Casi todos los días (de 12 a más días),2024
qs700f,0,Para Nada,2024
qs700f,1,Varios días (de 1 a 6 días),2024
qs700f,2,La mayoria de días (de 7 a 11 días),2024
qs700f,3,Casi todos los días (de 12 a más días),2024
qs700g,0,Para Nada,2024
qs700g,1,Varios días (de 1 a 6 días),2024
qs700g,2,La mayoria de días (de 7 a 11 días),2024
qs700g,3,Casi todos los días (de 12 a más días),2024
qs700h,0,Para Nada,2024
qs700h,1,Varios días (de 1 a 6 días),2024
qs700h,2,La mayoria de días (de 7 a 11 días),2024
qs700h,3,Casi todos los días (de 12 a más días),2024
qs700i,0,Para Nada,2024
qs700i,1,Varios días (de 1 a 6 días),2024
qs700i,2,La mayoria de días (de 7 a 11 días),2024
qs700i,3,Casi todos los días (de 12 a más días),2024
qs702,1,Mucho,2024
qs702,2,Poco,2024
qs702,3,Nada,2024
qs703,1,Si,2024
qs703,2,No,2024
qs704a,0,Para Nada,2024
qs704a,1,Varios días (de 1 a 6 días),2024
qs704a,2,La mayoria de días (de 7 a 11 días),2024
qs704a,3,Casi todos los días (de 12 a más días),2024
qs704b,0,Para Nada,2024
qs704b,1,Varios días (de 1 a 6 días),2024
qs704b,2,La mayoria de días (de 7 a 11 días),2024
qs704b,3,Casi todos los días (de 12 a más días),2024
qs704c,0,Para Nada,2024
qs704c,1,Varios días (de 1 a 6 días),2024
qs704c,2,La mayoria de días (de 7 a 11 días),2024
qs704c,3,Casi todos los días (de 12 a más días),2024
qs704d,0,Para Nada,2024
qs704d,1,Varios días (de 1 a 6 días),2024
qs704d,2,La mayoria de días (de 7 a 11 días),2024
qs704d,3,Casi todos los días (de 12 a más días),2024
qs704e,0,Para Nada,2024
qs704e,1,Varios días (de 1 a 6 días),2024
qs704e,2,La mayoria de días (de 7 a 11 días),2024
qs704e,3,Casi todos los días (de 12 a más días),2024
qs704f,0,Para Nada,2024
qs704f,1,Varios días (de 1 a 6 días),2024
qs704f,2,La mayoria de días (de 7 a 11 días),2024
qs704f,3,Casi todos los días (de 12 a más días),2024
qs704g,0,Para Nada,2024
qs704g,1,Varios días (de 1 a 6 días),2024
qs704g,2,La mayoria de días (de 7 a 11 días),2024
qs704g,3,Casi todos los días (de 12 a más días),2024
qs704h,0,Para Nada,2024
qs704h,1,Varios días (de 1 a 6 días),2024
qs704h,2,La mayoria de días (de 7 a 11 días),2024
qs704h,3,Casi todos los días (de 12 a más días),2024
qs704i,0,Para Nada,2024
qs704i,1,Varios días (de 1 a 6 días),2024
qs704i,2,La mayoria de días (de 7 a 11 días),2024
qs704i,3,Casi todos los días (de 12 a más días),2024
qs706,1,Mucho,2024
qs706,2,Poco,2024
qs706,3,Nada,2024
qs707,1,Si,2024
qs707,2,No,2024
qs707,8,No sabe/No recuerda,2024
qs708,A,Hospital MINSA,2019
qs708,B,Hospital ESSALUD,2019
qs708,C,Hospital FFAA Y PNP,2019
qs708,D,Hospital / Otro Municipal,2019
qs708,E,Centro/Puesto del MINSA,2019
qs708,F,Policlinico /Posta de ESSALUD/UBAP,2019
qs708,G,Clinica Particular,2019
qs708,H,Consultorio Particular,2019
qs708,I,Clinica/Posta de ONG,2019
qs708,J,Hospital / Otro de Iglesia,2019
qs708,W,No hay dato,2013
qs708,X,Otro,2019
qs708,Y,No sabe/No recuerda,2019
qs708_a,0,No,2024
qs708_a,1,Si,2024
qs708_aa,0,No,2024
qs708_aa,1,Si,2024
qs708_ab,0,No,2024
qs708_ab,1,Si,2024
qs708_b,0,No,2024
qs708_b,1,Si,2024
qs708_c,0,No,2024
qs708_c,1,Si,2024
qs708_d,0,No,2024
qs708_d,1,Si,2024
qs708_e,0,No,2024
qs708_e,1,Si,2024
qs708_ea,0,No,2024
qs708_ea,1,Si,2024
qs708_f,0,No,2024
qs708_f,1,Si,2024
qs708_g,0,No,2024
qs708_g,1,Si,2024
qs708_h,0,No,2024
qs708_h,1,Si,2024
qs708_i,0,No,2024
qs708_i,1,Si,2024
qs708_j,0,No,2024
qs708_j,1,Si,2024
qs708_x,0,No,2024
qs708_x,1,Si,2024
qs708_y,0,No,2024
qs708_y,1,Si,2024
qs709,1,Si,2024
qs709,2,No,2024
qs710,1,Nunca/no,2024
qs710,2,Rara vez (1 - 2 veces),2024
qs710,3,A veces (3 - 5 veces),2024
qs710,4,A menudo (6 veces o más),2024
qs711,1,Nunca/no,2024
qs711,2,Rara vez (1 - 2 veces),2024
qs711,3,A veces (3 - 5 veces),2013
qs711,4,A menudo (6 veces o mas),2013
qs711,8,A veces (3 - 5 veces),2024
qs711,9,A menudo (6 veces o más),2024
qs713,1,Si,2024
qs713,2,No,2024
qs713,8,No sabe/No recuerda,2024
qs713,9,Rehusa,2024
qs714,1,Si,2024
qs714,2,No,2024
qs714,8,No sabe/No recuerda,2024
qs714,9,Rehusa,2024
qs715,1,Si,2024
qs715,2,No,2024
qs715,8,No sabe/No recuerda,2024
qs715,9,Rehusa,2024
qs716,1,Si,2024
qs716,2,No,2024
qs716,8,No sabe/No recuerda,2024
qs716,9,Rehusa,2024
qs717,1,Si,2024
qs717,2,No,2024
qs717,8,No sabe/No recuerda,2024
qs717,9,Rehusa,2024
qs719,1,Si,2024
qs719,2,No,2024
qs719,8,No sabe/No recuerda,2024
qs719,9,Rehusa,2024
qs720,1,Si,2024
qs720,2,No,2024
qs720,8,No sabe/No recuerda,2024
qs720,9,Rehusa,2024
qs721,1,Si,2024
qs721,2,No,2024
qs721,8,No sabe/No recuerda,2024
qs721,9,Rehusa,2024
qs722,1,Si,2024
qs722,2,No,2024
qs722,8,No sabe/No recuerda,2024
qs722,9,Rehusa,2024
qs723,1,Si,2024
qs723,2,No,2024
qs723,8,No sabe/No recuerda,2024
qs723,9,Rehusa,2024
qs724,1,Si,2024
qs724,2,No,2024
qs724,8,No sabe/No recuerda,2024
qs724,9,Rehusa,2024
qs725,1,Si,2024
qs725,2,No,2024
qs725,8,No sabe/No recuerda,2024
qs725,9,Rehusa,2024
qs726,1,Si,2024
qs726,2,No,2024
qs726,8,No sabe/No recuerda,2024
qs726,9,Rehusa,2024
qs727,1,Si,2024
qs727,2,No,2024
qs727,8,No sabe/No recuerda,2024
qs727,9,Rehusa,2024
qs728,1,Si,2024
qs728,2,No,2024
qs728,8,No sabe/No recuerda,2024
qs728,9,Rehusa,2024
qs729,1,Si,2024
qs729,2,No,2024
qs729,8,No sabe/No recuerda,2024
qs729,9,Rehusa,2024
qs730,1,Si,2024
qs730,2,No,2024
qs730,8,No sabe/No recuerda,2024
qs731,A,Hospital MINSA,2019
qs731,B,Hospital ESSALUD,2019
qs731,C,Hospital FF.AA. y PNP.,2019
qs731,D,Hospital/Otro municipal,2019
qs731,E,Centro/Puesto de Salud,2019
qs731,F,Policlinico /Posta de ESSALUD/UBAP,2019
qs731,G,Clinica Particular,2019
qs731,H,Consultorio Particular,2019
qs731,I,Clínica/Posta ONG,2019
qs731,J,Hospital/Otro iglesia,2019
qs731,W,No hay dato,2013
qs731,X,Otro,2019
qs731,Y,No sabe/No recuerda,2019
qs731_a,0,No,2024
qs731_a,1,Si,2024
qs731_aa,0,No,2024
qs731_aa,1,Si,2024
qs731_ab,0,No,2024
qs731_ab,1,Si,2024
qs731_b,0,No,2024
qs731_b,1,Si,2024
qs731_c,0,No,2024
qs731_c,1,Si,2024
qs731_d,0,No,2024
qs731_d,1,Si,2024
qs731_e,0,No,2024
qs731_e,1,Si,2024
qs731_ea,0,No,2024
qs731_ea,1,Si,2024
qs731_f,0,No,2024
qs731_f,1,Si,2024
qs731_g,0,No,2024
qs731_g,1,Si,2024
qs731_h,0,No,2024
qs731_h,1,Si,2024
qs731_i,0,No,2024
qs731_i,1,Si,2024
qs731_j,0,No,2024
qs731_j,1,Si,2024
qs731_x,0,No,2024
qs731_x,1,Si,2024
qs731_y,0,No,2024
qs731_y,1,Si,2024
qs802a,1,Responsable presente,2024
qs802a,2,Responsable no presente,2024
qs802a,4,Responsable rechazo,2024
qs802a,5,Informacion incompleta,2024
qs802a,6,Responsable discapacitada(o),2024
qs802a,9,Otra,2024
qs802cm,1,Enero,2024
qs802cm,10,Octubre,2024
qs802cm,11,Noviembre,2024
qs802cm,12,Diciembre,2024
qs802cm,2,Febrero,2024
qs802cm,3,Marzo,2024
qs802cm,4,Abril,2024
qs802cm,5,Mayo,2024
qs802cm,6,Junio,2024
qs802cm,7,Julio,2024
qs802cm,8,Agosto,2024
qs802cm,9,Setiembre,2024
qs802v,1,Si vive en el hogar,2024
qs802v,2,No vive en el hogar,2024
qs803,1,Si,2024
qs803,2,No,2024
qs804u,1,Meses (si es < de 2 años),2024
qs804u,2,Dos o más años,2024
qs804u,8,No sabe/No recuerda,2024
qs805,10,Hospital MINSA,2024
qs805,11,Hospital ESSALUD,2024
qs805,12,Hospital FFAA Y PNP,2024
qs805,13,Otro Municipal,2024
qs805,14,Centro/Puesto del MINSA,2024
qs805,15,Policlinico /Posta de ESSALUD/UBAP,2024
qs805,20,Clínica/Consultorio Particular,2024
qs805,30,Clinica/Posta de ONG,2024
qs805,31,Hospital / Otro de Iglesia,2024
qs805,40,Campaña del MINSA,2024
qs805,41,Campaña de ESSALUD,2024
qs805,42,Otras Campañas,2024
qs805,96,Otro,2024
qs805,98,No sabe/No recuerda,2024
qs806,1,Si,2024
qs806,2,No,2024
qs806,8,No sabe/no recuerda,2024
qs806,9,Misma(o) informante,2024
qs807,A,Ministerio de Salud,2024
qs807,B,ESSALUD,2024
qs807,C,FFAA ó FFPP,2024
qs807,D,Municipalidad,2024
qs807,E,Sector Privado,2024
qs807,F,ONG/Iglesia,2024
qs807,G,Organizaciones de Base,2024
qs807,H,Medio de Comunicacion,2024
qs807,I,Institucion Educativa,2024
qs807,J,Familiares/Vecinos/Amigos,2024
qs807,W,No hay dato,2013
qs807,X,Otro,2024
qs807,Y,No sabe/No recuerda,2024
qs809,1,Si,2024
qs809,2,No,2024
qs810,1,Si,2024
qs810,2,No,2024
qs810,8,No sabe/no recuerda,2024
qs811,1,Una vez al dia,2024
qs811,2,Dos veces al dia,2024
qs811,3,Tres veces al dia,2024
qs811,4,Cuatro o mas veces al dia,2024
qs812u,1,Meses (si es < de 1 año),2024
qs812u,2,Un año o más,2024
qs812u,8,No sabe/No recuerda,2024
qs813,1,Solo la niña o el niño,2024
qs813,2,Mas de una persona,2024
qs814,1,Si,2024
qs814,2,No,2024
qs817,1,Si,2024
qs817,2,No,2024
qs817,3,No sabe/no recuerda,2013
qs817,8,No sabe/no recuerda,2024
qs818u,1,Meses (si es < de 2 años),2024
qs818u,2,Dos años o más,2024
qs818u,8,No sabe/No recuerda,2024
qs819,10,Hospital MINSA,2024
qs819,11,Hospital ESSALUD,2024
qs819,12,Hospital FFAA Y PNP,2024
qs819,13,Hospital/Otra Municipal,2024
qs819,14,Centro/Puesto del MINSA,2024
qs819,15,Policlinico /Posta de ESSALUD/UBAP,2024
qs819,20,Clínica/Consultorio Particular,2024
qs819,21,Optica,2024
qs819,30,Clinica/Posta de ONG,2024
qs819,31,Hospital / Otro de Iglesia,2024
qs819,40,Campaña del MINSA,2024
qs819,41,Campaña de EsSalud,2024
qs819,42,Otras Campañas,2024
qs819,96,Otro,2024
qs819,98,No sabe/No recuerda,2024
qs820,1,Si,2024
qs820,2,No,2024
qs820,8,No sabe/no recuerda,2024
qs821,A,Hipermetropia,2024
qs821,B,Miopia,2024
qs821,C,Astigmatismo,2024
qs821,D,Presbicia,2024
qs821,W,No hay dato,2013
qs821,X,Otro,2024
qs821,Y,No sabe/no recuerda,2024
qs822u,1,Meses (si es < de 2 años),2024
qs822u,2,Años (si es de 2 ó más años),2024
qs822u,8,No sabe/No recuerda,2024
qs823,10,Hospital MINSA,2024
qs823,11,Hospital ESSALUD,2024
qs823,12,Hospital FFAA Y PNP,2024
qs823,13,Hospital/Otra Municipal,2024
qs823,14,Centro/Puesto del MINSA,2024
qs823,15,Policlinico /Posta de ESSALUD/UBAP,2024
qs823,20,Clínica/Consultorio Particular,2024
qs823,21,Optica,2024
qs823,30,Clinica/Posta de ONG,2024
qs823,31,Hospital / Otro de Iglesia,2024
qs823,40,Campaña del MINSA,2024
qs823,41,Campaña de EsSalud,2024
qs823,42,Otras Campañas,2024
qs823,96,Otro,2024
qs823,98,No sabe/No recuerda,2024
qs824,1,Si,2024
qs824,2,No,2024
qs825,1,No compro por el precio,2024
qs825,2,Se rompieron,2024
qs825,3,No le gustan,2024
qs825,4,Le molestan en el colegio,2024
qs825,6,Otro,2024
qs825,8,No sabe/no recuerda,2024
qs826,1,A veces,2024
qs826,2,Casi siempre,2024
qs826,3,Siempre,2024
qs827,1,Descuido,2024
qs827,2,Le incomodan,2024
qs827,3,No le gustan,2024
qs827,4,Le molestan en el colegio,2024
qs827,6,Otro,2024
qs827,8,No sabe/no recuerda,2024
qs828,1,Si,2024
qs828,2,No,2024
qs828,3,No ve TV/PC/etc,2024
qs828,8,No sabe/No recuerda,2024
qs829,1,Nunca,2024
qs829,2,A veces,2024
qs829,3,Siempre,2024
qs831,1,Si,2024
qs831,2,No,2024
qs831,3,No sabe leer,2024
qs832,1,Si,2024
qs832,2,No,2024
qs832,8,No sabe/no recuerda,2024
qs833,1,Si,2024
qs833,2,No,2024
qs833,8,No sabe/no recuerda,2024
qs834,1,Nunca,2024
qs834,2,Rara vez (1 a 2 veces),2024
qs834,3,A veces (3 a 5 veces),2024
qs834,4,A menudo (6 veces o mas),2024
qs834,8,No sabe/no recuerda,2024
qs835,1,Nunca,2024
qs835,2,Rara vez (1 a 2 veces),2024
qs835,3,A veces (3 a 5 veces),2024
qs835,4,A menudo (6 veces o mas),2024
qs835,8,No sabe/no recuerda,2024
qs836,1,Si,2024
qs836,2,No,2024
qs836,8,No sabe/no recuerda,2024
qs837,1,Si,2024
qs837,2,No,2024
qs837,8,No sabe/no recuerda,2024
qs838,A,Consejo educativo institucional (CONEI),2024
qs838,B,Asociacion de padres de familia (APAFA),2024
qs838,C,Direccion del colegio,2024
qs838,D,Comite tutoria y convivencia,2024
qs838,E,Unidad de gestion educativa (UGEL),2024
qs838,F,Establecimiento de salud,2024
qs838,G,Hospital/clinica/policlinico,2024
qs838,H,Comisaria/policia,2024
qs838,I,Fiscalia,2024
qs838,J,Defensoria del pueblo,2024
qs838,K,Demuna,2024
qs838,L,Centro de emergencia mujer,2024
qs838,M,Iglesia,2024
qs838,N,Medios de comunicacion,2024
qs838,W,No hay dato,2013
qs838,X,Otro,2024
qs838,Y,No sabe/no recuerda,2024
qs838,Z,Misma escuela / colegio,2024
qs840a,1,Mostro cepillo dental,2024
qs840a,2,No mostro cepillo dental,2024
qs840a,3,El cepillo esta en el colegio,2024
qs840a,4,Esta en casa de un familiar,2024
qs840b,1,1000 ppm o mas,2024
qs840b,2,601 a menos de 1000ppm,2024
qs840b,3,Hasta 600 ppm,2024
qs840b,4,No tiene informacion de ppm,2024
qs840b,5,No mostro crema dental,2024
qs840b,6,No usa crema dental,2024
qs840b,7,"Número borroso, registre la marca",2024
qs840b,8,"Valor diferente a ppm, registre el valor",2024
qs840b,9,Otro,2024
qs902,1,Medido(a),2024
qs902,2,No presente,2024
qs902,3,Rechazo,2024
qs902,4,Fue evaluada en C. Hogar,2024
qs902,5,Medido(a) parcialmente,2024
qs902,6,Otro,2024
qs906,1,Medido(a),2024
qs906,2,No presente,2024
qs906,3,Rechazo,2024
qs906,4,Fue evaluada en C.hogar,2013
qs906,6,Otro,2024
qs908,1,Medido(a),2024
qs908,2,No presente,2024
qs908,3,Rechazo,2024
qs908,6,Otro,2024
qsdia,98,no sabe,2024
qsequipo,1,AMAZONAS,2013
qsequipo,10,HUANUCO,2013
qsequipo,11,ICA,2013
qsequipo,12,JUNIN,2013
qsequipo,13,LA LIBERTAD,2013
qsequipo,14,LAMBAYEQUE,2013
qsequipo,15,LIMA 2,2013
qsequipo,16,LORETO,2013
qsequipo,17,MADRE DE DIOS,2013
qsequipo,18,MOQUEGUA,2013
qsequipo,19,PASCO,2013
qsequipo,2,ANCASH,2013
qsequipo,20,PIURA,2013
qsequipo,21,PUNO,2013
qsequipo,22,SAN MARTIN,2013
qsequipo,23,TACNA,2013
qsequipo,24,TUMBES,2013
qsequipo,25,UCAYALI,2013
qsequipo,26,LIMA 3,2013
qsequipo,3,APURIMAC,2013
qsequipo,4,AREQUIPA,2013
qsequipo,5,AYACUCHO,2013
qsequipo,6,CAJAMARCA,2013
qsequipo,7,LIMA 1,2013
qsequipo,8,CUSCO,2013
qsequipo,9,HUANCAVELICA,2013
qsintm,1,Enero,2024
qsintm,10,Octubre,2024
qsintm,11,Noviembre,2024
