variable,code,year,was,canonical
s435,6,2013,Not enough milk,No tenía leche
s435,7,2013,Mother working,Madre trabajando
s435,96,2013,Don't know,No sabe
s435,2,2013,Child sick/weak,Niña(o) enfermo/débil
s435,8,2013,Child refused,Niña(o) rehusó
s435,3,2013,Child died,Niña(o) murió
s435,1,2013,Mother sick,Madre enferma/débil
s436c,1,2013,Yes,Si
s440,5,2013,Nipple/breast problem,Problema de succión pezón
s440,6,2013,Not enough milk,No tenía leche
s440,12,2013,Child only want chest,Niña(o) solo quería pecho
s440,11,2013,Started using contraception,Comenzó a usar anticonceptivos
s440,96,2013,Don't know,No sabe
s440,8,2013,Child refused,Niña(o) rehusó
s440,1,2013,Mother sick,Madre enferma/débil
s440,4,2013,Child has problem sucking,Niña(o) tiene problemas succión
s440,7,2013,Mother working,Madre trabajaba/estudiaba
s440,2,2013,Child sick/weak,Niña(o) enfermo/débil
s440,9,2013,Weaning age,Edad de destete
s440,3,2013,Child died,Niña(o) murió
s440,10,2013,Became pregnant,Quedó embarazada
s441,1,2013,Yes,Si
s442,24,2013,Health center MINSA,Centro de salud MINSA
s442,27,2013,Hospital/Other Local Government,Hospital/Otro de la Municipalidad
s442,96,2013,Other,Otro
s442,23,2013,Hospital FFAA & PNP,Hospital FFAA y PNP
s442,26,2013,Center/post ESSALUD,policlínico/Centro/Posta ESSALUD
s442,31,2013,Private clinic,Clínica particular
s442,25,2013,Health post MINSA,Puesto de salud MINSA
s442,32,2013,Private doctor,Consultorio médico particular
s442,41,2013,NGO Clinic/post,Clinica/Posta ONG
s442,33,2013,Traditional birth attendant home,Casa de partera
s442,42,2013,Church Hospital/Other,Hospital/Otro de la Iglesia
s446a,1,2013,Yes,Si
s446a,8,2013,DK,No sabe
s446aa,201,2013,One hour,Una hora
s446aa,101,2013,One minute,Un minuto
s446aa,998,2013,DK,No sabe
s446aa,100,2013,Zero minutes,Cero minutos
s446aa,0,2013,Inmediately,Inmediatamente
s446aa,200,2013,Zero hours,Cero horas
s446ab,6,2013,Other,Otro
s446ab,1,2013,Refrigerator,Refrigerador
s446ab,2,2013,Frezeer,Congelador
s446ab,8,2013,DK,No sabe
s448a,201,2013,One hour,Una hora
s448a,101,2013,One minute,Un minuto
s448a,998,2013,DK,No sabe
s448a,100,2013,Zero minutes,Cero minutos
s448a,0,2013,Inmediately,Inmediatamente
s448a,200,2013,Zero hours,Cero horas
s448b,6,2013,Other,Otro
s448b,1,2013,Refrigerator,Refrigerador
s448b,2,2013,Frezeer,Congelador
s448b,8,2013,DK,No sabe
s459b,2,2013,Later,Luego
s459b,1,2013,At birth,Al nacer
s45b0,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45b0,2,2013,Reported by mother,Reportada por la madre
s45b0,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45b0,8,2013,DK,No sabe
s45b0d,97,2013,Inconsistent,Inconsistente
s45b0d,98,2013,DK,No sabe
s45b0m,97,2013,Inconsistent,Inconsistente
s45b0m,98,2013,DK,No sabe
s45b0y,9997,2013,Inconsistent,Inconsistente
s45b0y,9998,2013,DK,No sabe
s45b1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45b1,2,2013,Reported by mother,Reportada por la madre
s45b1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45b1,8,2013,DK,No sabe
s45b1d,97,2013,Inconsistent,Inconsistente
s45b1d,98,2013,DK,No sabe
s45b1m,97,2013,Inconsistent,Inconsistente
s45b1m,98,2013,DK,No sabe
s45b1y,9997,2013,Inconsistent,Inconsistente
s45b1y,9998,2013,DK,No sabe
s45b2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45b2,2,2013,Reported by mother,Reportada por la madre
s45b2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45b2,8,2013,DK,No sabe
s45b2d,97,2013,Inconsistent,Inconsistente
s45b2d,98,2013,DK,No sabe
s45b2m,97,2013,Inconsistent,Inconsistente
s45b2m,98,2013,DK,No sabe
s45b2y,9997,2013,Inconsistent,Inconsistente
s45b2y,9998,2013,DK,No sabe
s45b3,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45b3,2,2013,Reported by mother,Reportada por la madre
s45b3,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45b3,8,2013,DK,No sabe
s45b3d,97,2013,Inconsistent,Inconsistente
s45b3d,98,2013,DK,No sabe
s45b3m,97,2013,Inconsistent,Inconsistente
s45b3m,98,2013,DK,No sabe
s45b3y,9997,2013,Inconsistent,Inconsistente
s45b3y,9998,2013,DK,No sabe
s45d4,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45d4,2,2013,Reported by mother,Reportada por la madre
s45d4,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45d4,8,2013,DK,No sabe
s45d4d,97,2013,Inconsistent,Inconsistente
s45d4d,98,2013,DK,No sabe
s45d4m,97,2013,Inconsistent,Inconsistente
s45d4m,98,2013,DK,No sabe
s45d4y,9997,2013,Inconsistent,Inconsistente
s45d4y,9998,2013,DK,No sabe
s45f1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45f1,2,2013,Reported by mother,Reportada por la madre
s45f1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45f1,8,2013,DK,No sabe
s45f1d,97,2013,Inconsistent,Inconsistente
s45f1d,98,2013,DK,No sabe
s45f1m,97,2013,Inconsistent,Inconsistente
s45f1m,98,2013,DK,No sabe
s45f1y,9997,2013,Inconsistent,Inconsistente
s45f1y,9998,2013,DK,No sabe
s45f2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45f2,2,2013,Reported by mother,Reportada por la madre
s45f2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45f2,8,2013,DK,No sabe
s45f2d,97,2013,Inconsistent,Inconsistente
s45f2d,98,2013,DK,No sabe
s45f2m,97,2013,Inconsistent,Inconsistente
s45f2m,98,2013,DK,No sabe
s45f2y,9997,2013,Inconsistent,Inconsistente
s45f2y,9998,2013,DK,No sabe
s45f3,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45f3,2,2013,Reported by mother,Reportada por la madre
s45f3,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45f3,8,2013,DK,No sabe
s45f3d,97,2013,Inconsistent,Inconsistente
s45f3d,98,2013,DK,No sabe
s45f3m,97,2013,Inconsistent,Inconsistente
s45f3m,98,2013,DK,No sabe
s45f3y,9997,2013,Inconsistent,Inconsistente
s45f3y,9998,2013,DK,No sabe
s45if1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45if1,2,2013,Reported by mother,Reportada por la madre
s45if1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45if1,8,2013,DK,No sabe
s45if1d,97,2013,Inconsistent,Inconsistente
s45if1d,98,2013,DK,No sabe
s45if1m,97,2013,Inconsistent,Inconsistente
s45if1m,98,2013,DK,No sabe
s45if1y,9997,2013,Inconsistent,Inconsistente
s45if1y,9998,2013,DK,No sabe
s45if2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45if2,2,2013,Reported by mother,Reportada por la madre
s45if2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45if2,8,2013,DK,No sabe
s45if2d,97,2013,Inconsistent,Inconsistente
s45if2d,98,2013,DK,No sabe
s45if2m,97,2013,Inconsistent,Inconsistente
s45if2m,98,2013,DK,No sabe
s45if2y,9997,2013,Inconsistent,Inconsistente
s45if2y,9998,2013,DK,No sabe
s45ml,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45ml,2,2013,Reported by mother,Reportada por la madre
s45ml,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45ml,8,2013,DK,No sabe
s45mld,97,2013,Inconsistent,Inconsistente
s45mld,98,2013,DK,No sabe
s45mlm,97,2013,Inconsistent,Inconsistente
s45mlm,98,2013,DK,No sabe
s45mly,9997,2013,Inconsistent,Inconsistente
s45mly,9998,2013,DK,No sabe
s45nm1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45nm1,2,2013,Reported by mother,Reportada por la madre
s45nm1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45nm1,8,2013,DK,No sabe
s45nm1d,97,2013,Inconsistent,Inconsistente
s45nm1d,98,2013,DK,No sabe
s45nm1m,97,2013,Inconsistent,Inconsistente
s45nm1m,98,2013,DK,No sabe
s45nm1y,9997,2013,Inconsistent,Inconsistente
s45nm1y,9998,2013,DK,No sabe
s45nm2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45nm2,2,2013,Reported by mother,Reportada por la madre
s45nm2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45nm2,8,2013,DK,No sabe
s45nm2d,97,2013,Inconsistent,Inconsistente
s45nm2d,98,2013,DK,No sabe
s45nm2m,97,2013,Inconsistent,Inconsistente
s45nm2m,98,2013,DK,No sabe
s45nm2y,9997,2013,Inconsistent,Inconsistente
s45nm2y,9998,2013,DK,No sabe
s45nm3,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45nm3,2,2013,Reported by mother,Reportada por la madre
s45nm3,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45nm3,8,2013,DK,No sabe
s45nm3d,97,2013,Inconsistent,Inconsistente
s45nm3d,98,2013,DK,No sabe
s45nm3m,97,2013,Inconsistent,Inconsistente
s45nm3m,98,2013,DK,No sabe
s45nm3y,9997,2013,Inconsistent,Inconsistente
s45nm3y,9998,2013,DK,No sabe
s45pv1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45pv1,2,2013,Reported by mother,Reportada por la madre
s45pv1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45pv1,8,2013,DK,No sabe
s45pv1d,97,2013,Inconsistent,Inconsistente
s45pv1d,98,2013,DK,No sabe
s45pv1m,97,2013,Inconsistent,Inconsistente
s45pv1m,98,2013,DK,No sabe
s45pv1y,9997,2013,Inconsistent,Inconsistente
s45pv1y,9998,2013,DK,No sabe
s45pv2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45pv2,2,2013,Reported by mother,Reportada por la madre
s45pv2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45pv2,8,2013,DK,No sabe
s45pv2d,97,2013,Inconsistent,Inconsistente
s45pv2d,98,2013,DK,No sabe
s45pv2m,97,2013,Inconsistent,Inconsistente
s45pv2m,98,2013,DK,No sabe
s45pv2y,9997,2013,Inconsistent,Inconsistente
s45pv2y,9998,2013,DK,No sabe
s45pv3,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45pv3,2,2013,Reported by mother,Reportada por la madre
s45pv3,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45pv3,8,2013,DK,No sabe
s45pv3d,97,2013,Inconsistent,Inconsistente
s45pv3d,98,2013,DK,No sabe
s45pv3m,97,2013,Inconsistent,Inconsistente
s45pv3m,98,2013,DK,No sabe
s45pv3y,9997,2013,Inconsistent,Inconsistente
s45pv3y,9998,2013,DK,No sabe
s45rt1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45rt1,2,2013,Reported by mother,Reportada por la madre
s45rt1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45rt1,8,2013,DK,No sabe
s45rt1d,97,2013,Inconsistent,Inconsistente
s45rt1d,98,2013,DK,No sabe
s45rt1m,97,2013,Inconsistent,Inconsistente
s45rt1m,98,2013,DK,No sabe
s45rt1y,9997,2013,Inconsistent,Inconsistente
s45rt1y,9998,2013,DK,No sabe
s45rt2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45rt2,2,2013,Reported by mother,Reportada por la madre
s45rt2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45rt2,8,2013,DK,No sabe
s45rt2d,97,2013,Inconsistent,Inconsistente
s45rt2d,98,2013,DK,No sabe
s45rt2m,97,2013,Inconsistent,Inconsistente
s45rt2m,98,2013,DK,No sabe
s45rt2y,9997,2013,Inconsistent,Inconsistente
s45rt2y,9998,2013,DK,No sabe
s45sp1,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45sp1,2,2013,Reported by mother,Reportada por la madre
s45sp1,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45sp1,8,2013,DK,No sabe
s45sp1d,97,2013,Inconsistent,Inconsistente
s45sp1d,98,2013,DK,No sabe
s45sp1m,97,2013,Inconsistent,Inconsistente
s45sp1m,98,2013,DK,No sabe
s45sp1y,9997,2013,Inconsistent,Inconsistente
s45sp1y,9998,2013,DK,No sabe
s45sp2,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45sp2,2,2013,Reported by mother,Reportada por la madre
s45sp2,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45sp2,8,2013,DK,No sabe
s45sp2d,98,2013,DK,No sabe
s45sp2m,98,2013,DK,No sabe
s45sp2y,9997,2013,Inconsistent,Inconsistente
s45sp2y,9998,2013,DK,No sabe
s45sr,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45sr,2,2013,Reported by mother,Reportada por la madre
s45sr,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45sr,8,2013,DK,No sabe
s45srd,97,2013,Inconsistent,Inconsistente
s45srd,98,2013,DK,No sabe
s45srm,97,2013,Inconsistent,Inconsistente
s45srm,98,2013,DK,No sabe
s45sry,9997,2013,Inconsistent,Inconsistente
s45sry,9998,2013,DK,No sabe
s45tt,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45tt,2,2013,Reported by mother,Reportada por la madre
s45tt,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45tt,8,2013,DK,No sabe
s45ttd,97,2013,Inconsistent,Inconsistente
s45ttd,98,2013,DK,No sabe
s45ttm,97,2013,Inconsistent,Inconsistente
s45ttm,98,2013,DK,No sabe
s45tty,9997,2013,Inconsistent,Inconsistente
s45tty,9998,2013,DK,No sabe
s45va3,1,2013,Vacc. date on card,Vacuna fecha en la tarjeta
s45va3,2,2013,Reported by mother,Reportada por la madre
s45va3,3,2013,Vacc. marked on card,Vacuna marcado en la tarjeta
s45va3,8,2013,DK,No sabe
s45va3d,97,2013,Inconsistent,Inconsistente
s45va3d,98,2013,DK,No sabe
s45va3m,97,2013,Inconsistent,Inconsistente
s45va3m,98,2013,DK,No sabe
s45va3y,9997,2013,Inconsistent,Inconsistente
s462e,8,2013,Don't know,No sabe
s466,1,2013,Yes,Si
s466,8,2013,Don't know,No sabe
s466aa,1,2013,Yes,Si
s466aa,8,2013,DK,No sabe
s466ab,1,2013,Yes,Si
s466ab,8,2013,DK,No sabe
s466ac,1,2013,Yes,Si
s466ac,8,2013,DK,No sabe
s466ad,1,2013,Yes,Si
s466ad,8,2013,DK,No sabe
s466ae,1,2013,Yes,Si
s466ae,8,2013,DK,No sabe
s466ax,1,2013,Yes,Si
s466ax,8,2013,DK,No sabe
s466b,24,2013,Health center MINSA,Centro de salud MINSA
s466b,27,2013,Hospital/Other Local Gov,Hospital/Otro de la Municipalidad
s466b,96,2013,Other,Otro
s466b,23,2013,Hospital FF.AA. & PNP,Hospital FF.AA. y PNP
s466b,26,2013,Center/post ESSALUD,Policlìnico/Centro/Posta/Policlínico ESSALUD
s466b,31,2013,Private clinic,Clínica particular
s466b,25,2013,Health post MINSA,Puesto de salud MINSA
s466b,32,2013,Private doctor,Médico particular
s466b,41,2013,Clinic/Post NGO,Clínica/Posta de ONG
s466b,42,2013,Hospital/Other Church,Hospital/Otro de la Iglesia
s466c,98,2013,Don't know,No sabe
s466dc1,44,2013,Marked but no date,Marcado pero sin fecha
s466dc1,0,2013,There are no more controls,No hay controles grabados
s466dc1,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc10,44,2013,Marked but no date,Marcado pero sin fecha
s466dc10,0,2013,There are no more controls,No hay controles grabados
s466dc10,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc11,44,2013,Marked but no date,Marcado pero sin fecha
s466dc11,0,2013,There are no more controls,No hay controles grabados
s466dc11,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc12,44,2013,Marked but no date,Marcado pero sin fecha
s466dc12,0,2013,There are no more controls,No hay controles grabados
s466dc12,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc2,44,2013,Marked but no date,Marcado pero sin fecha
s466dc2,0,2013,There are no more controls,No hay controles grabados
s466dc2,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc3,44,2013,Marked but no date,Marcado pero sin fecha
s466dc3,0,2013,There are no more controls,No hay controles grabados
s466dc3,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc4,44,2013,Marked but no date,Marcado pero sin fecha
s466dc4,0,2013,There are no more controls,No hay controles grabados
s466dc4,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc5,44,2013,Marked but no date,Marcado pero sin fecha
s466dc5,0,2013,There are no more controls,No hay controles grabados
s466dc5,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc6,44,2013,Marked but no date,Marcado pero sin fecha
s466dc6,0,2013,There are no more controls,No hay controles grabados
s466dc6,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc7,44,2013,Marked but no date,Marcado pero sin fecha
s466dc7,0,2013,There are no more controls,No hay controles grabados
s466dc7,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc8,44,2013,Marked but no date,Marcado pero sin fecha
s466dc8,0,2013,There are no more controls,No hay controles grabados
s466dc8,98,2013,Day can't be identified,El día  no puede ser identificado
s466dc9,44,2013,Marked but no date,Marcado pero sin fecha
s466dc9,0,2013,There are no more controls,No hay controles grabados
s466dc9,98,2013,Day can't be identified,El día  no puede ser identificado
s466mc1,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc10,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc11,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc12,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc2,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc3,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc4,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc5,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc6,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc7,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc8,98,2013,Month can't be identified,El mes no puede ser identificado
s466mc9,98,2013,Month can't be identified,El mes no puede ser identificado
s466yc1,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc10,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc11,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc12,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc2,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc3,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc4,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc5,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc6,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc7,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc8,9998,2013,Year can't be identified,Año no puede ser identificado
s466yc9,9998,2013,Year can't be identified,Año no puede ser identificado
s470,17,2013,Didn't think it was necessary,No loconsideró necesario/sintomas no eran graves
s470,19,2013,Lack of time,Falta de tiempo
s470,12,2013,Far away,Queda muy lejos
s470,11,2013,No facility in locality,No existe en la localidad
s470,14,2013,Personnel treat patients badly,El personal trata mal a los pacientes
s470,96,2013,Other,Otro
s470,20,2013,Child's father didn't want to,El padre de la/el niña/o no quiso
s470,13,2013,Mistrust health personnel,No confía en el personal de salud
s470,15,2013,There are no medicaments,No hay medicamentos
s470,16,2013,Didn't have money,No tenía con que pagar
s470,18,2013,Knows what to give in those cases,Ya sabe qué darle en esos casos
s471,1,2013,Fever,Fiebre
s471,2,2013,Cough,Tos
s471,3,2013,Both fever and cough,Ambos fiebre y tos
s471,0,2013,No,Ninguno
s471,8,2013,DK,No sabe
s471ca,1,2013,Yes,Si
s471cb,1,2013,Yes,Si
s471cc,1,2013,Yes,Si
s471cd,1,2013,Yes,Si
s471ce,1,2013,Yes,Si
s471cf,0,2013,No: have any,No: tener cualquier
s471cf,1,2013,Yes: didn't have any,Sí: no tenía ninguna
s472aa,1,2013,Yes,Si
s472aa,8,2013,Don't know,No sabe
s472ab,1,2013,Yes,Si
s472ab,8,2013,Don't know,No sabe
s472ac,1,2013,Yes,Si
s472ac,8,2013,Don't know,No sabe
s472ad,1,2013,Yes,Si
s472ad,8,2013,Don't know,No sabe
s472b,98,2013,Don't know,No sabe
s473da,1,2013,Yes,Si
s473db,1,2013,Yes,Si
s475,17,2013,Didn't think it was necessary,No lo consideró necesario/sintomas no eran graves
s475,19,2013,Lack of time,No tenía tiempo
s475,12,2013,Far away,Queda muy lejos
s475,11,2013,No facility in locality,No existe en la localidad
s475,14,2013,Personnel treat patients badly,El personal trata mal a los pacientes
s475,96,2013,Other,Otro
s475,20,2013,Child's father didn't want to,El padre de la/el niña/o no quería
s475,13,2013,Mistrust health personnel,No confía en el personal de salud
s475,15,2013,There are no medicaments,No hay medicamentos
s475,16,2013,Didn't have money,No tenia con que pagar
s475,18,2013,Knows what to give in those cases,Ya sabe qué darle en esos casos
s481aa,1,2013,Yes,Si
s481ab,1,2013,Yes,Si
s481ac,1,2013,Yes,Si
s481ad,1,2013,Yes,Si
s481ae,1,2013,Yes,Si
s481af,1,2013,Yes,Si
s481ag,1,2013,Yes,Si
s481ax,1,2013,Yes,Si
s481az,1,2013,Yes,Si
s484,1,2013,Si y muestra al acuerdo de compromisos,Sí
s485,1,2013,Yes,Si
s485a,1,2013,Yes,Si
s486,1,2013,Yes,Si
s486a,1,2013,Yes,Si
s486b,1,2013,Yes,Si
s489c,1,2013,Yes,Sí
s489c,8,2013,Don't know,No sabe
s490,5,2019,No sabe lava,No se lava
s490aa,1,2013,Yes,Si
s490ab,1,2013,Yes,Si
s490ac,1,2013,Yes,Si
s490ad,1,2013,Yes,Si
s490ae,1,2013,Yes,Si
s490af,1,2013,Yes,Si
s490ag,1,2013,Yes,Si
s490ax,1,2013,Yes,Si
s490ba,1,2013,Yes,Si
s490bb,1,2013,Yes,Si
s490bc,1,2013,Yes,Si
s490bd,1,2013,Yes,Si
s490bx,1,2013,Yes,Si
s492a,8,2013,Don't know,No sabe
s492b,8,2013,Don't know,No sabe
s492c,8,2013,Don't know,No sabe
s492d,8,2013,Don't know,No sabe
s492e,8,2013,Don't know,No sabe
s492f,8,2013,Don't know,No sabe
s492g,8,2013,Don't know,No sabe
s493a,8,2013,Don't know,No sabe
s493b,8,2013,Don't know,No sabe
s493c,8,2013,Don't know,No sabe
s493d,8,2013,Don't know,No sabe
s493e,8,2013,Don't know,No sabe
s493f,8,2013,Don't know,No sabe
s493g,8,2013,Don't know,No sabe
s493h,8,2013,Don't know,No sabe
s493i,8,2013,Don't know,No sabe
s493j,8,2013,Don't know,No sabe
s493k,8,2013,Don't know,No sabe
s493l,8,2013,Don't know,No sabe
s493m,8,2013,Don't know,No sabe
s493n,8,2013,Don't know,No sabe
s493o,8,2013,Don't know,No sabe
s493p,8,2013,Don't know,No sabe
s494,1,2013,"Yes, Show the packet","Sí, muestra el envase"
s494,2,2013,"Yes, don`t show the packet","Sí, no muestra el envase"
s494,8,2013,don`t know,No sabe
s494b,0,2013,Don`t eat,No come
s494b,98,2013,Don't know,No sabe
s496,6,2013,Vecinos/Amigos,Vecinos/Amistades
s500a,1,2013,Yes,Si
s500b,1,2013,Yes,Si
s500c,1,2013,Yes,Si
s500d,1,2013,Yes,Si
s508a,5,2013,Partner didn't play his role as a fahter/husband,"Incumplía deber: padre, esposo"
s508a,6,2013,She didn't play his role as a mather/female,"Incumplía deber: madre, esposa"
s508a,11,2013,Lack of understanding,Falta de comprensión
s508a,96,2013,Other,Otro
s508a,8,2013,She got drunk continously/used drugs,Por ser ella ebria/drogo
s508a,1,2013,Husband died,Enviudó
s508a,4,2013,She unfaithful,Infidelidad de ella
s508a,7,2013,Partner got drunk continously/used drugs,Por ser él ebrio/drogo
s508a,2,2013,Physical/sexual/psicological violence,Violencia física/psicológica o sexual
s508a,9,2013,Partner Corrupt/inapropriate behavior,Conducta corrupta de él
s508a,3,2013,Partner unfaithful,Infidelidad de él
s508a,10,2013,She Corrupt/inapropriate behavior,Conducta corrupta de ella
s512c,4,2013,Casual friend,Compañero casual
s512c,5,2013,Relative,Pariente
s512c,6,2013,Sexual workwer,Trabajador sexual
s512c,7,2013,Boyfriend,Enamorado
s512c,2,2013,Fiance,Novio/Prometido
s512c,3,2013,Friend,Amigo
s512c,1,2013,Husband/partner,Esposo/Compañero/Conviviente
s616,2,2013,Disapprove,Desaprueba
s616,3,2013,No opinion,No opina
s616,1,2013,Approve,Aprueba
s618a,1,2013,Yes,Si
s618b,1,2013,Yes,Si
s618c,1,2013,Yes,Si
s618d,1,2013,Yes,Si
s618e,1,2013,Yes,Si
s618f,1,2013,Yes,Si
s618g,1,2013,Yes,Si
s618h,1,2013,Yes,Si
s618i,1,2013,Yes,Si
s618j,1,2013,Yes,Si
s618k,1,2013,Yes,Si
s618l,1,2013,Yes,Si
s618m,1,2013,Yes,Si
s618x,1,2013,Yes,Si
s621,2,2013,Disapprove,Desaprueba
s621,1,2013,Approve,Aprueba
s621,8,2013,DK,No sabe
s621a,2,2013,Sometimes,Algunas veces
s621a,3,2013,Often,Muy a menudo
s621a,1,2013,Never,Nunca
s704g,8,2013,Don't know,No sabe
s704n,4,2013,Superior no university,Superior universitario
s704n,5,2013,"Superior, university",Postgrado
s704n,1,2013,Primary,Primaria
s704n,2,2013,Secondary,Secundaria
s704n,3,2013,High school,Superior no universitario
s704n,0,2013,None/preschool,Inicial/pre-escolar
s704n,8,2013,Don't know,No sabe
s704y,7,2013,Education given in grades,Educación dada en grados
s704y,8,2013,Don't know,No sabe
s718,4,2013,More than half,Más de la mitad
s718,5,2013,All income,Todos los ingresos
s718,6,2013,"Nothing, save all income","Nada, ahorra todo el ingreso"
s718,2,2013,Less than half,Menos de la mitad
s718,3,2013,Half,Mitad
s718,1,2013,Almost nothing,Casi nada
s720a,5,2013,Other relatives,Otros parientes
s720a,6,2013,Neighbors,Vecinos/Amistades
s720a,96,2013,Other,Otro
s720a,8,2013,Household maid,Empleada doméstica
s720a,1,2013,Respondent,Entrevistada
s720a,4,2013,"Parents, parents in law",Padres/Suegros
s720a,7,2013,Firends,Oros no parientes
s720a,2,2013,Partner,Esposo/Compañero
s720a,9,2013,Care by WAWA-WASI,Cuidado WAWA-WASI/CUNA MAS
s720a,3,2013,Older children,Hijas/Hijos mayores
s720a,10,2013,Institutional childcare,Cuidado otra institución
s802,1,2013,Yes,Sí
s802,8,2013,DK,No sabe
s802d,1,2013,Yes,Sí
s802d,8,2013,DK,No sabe
s802e,1,2013,Yes,Sí
s802e,8,2013,DK,No sabe
s802h,1,2013,Yes,Sí
s802h,8,2013,DK,No sabe
s802i,1,2013,Yes,Sí
s802i,8,2013,DK,No sabe
s803af,1,2013,Yes,Si
s803ag,1,2013,Yes,Si
s803am,1,2013,Yes,Si
s804a,1,2013,Yes,Si
s804c,1,2013,Yes,Si
s806ax,1,2013,Yes,Sí
s806ax,8,2013,DK,No sabe
s806az,1,2013,Yes,Sí
s806az,8,2013,DK,No sabe
s807,1,2013,Yes,Sí
s807,8,2013,DK,No sabe
s809,1,2013,Yes,Sí
s809,8,2013,DK,No sabe
s810,1,2013,Yes,Sí
s810,8,2013,DK,No sabe
s811,1,2013,Yes,Sí
s811,8,2013,DK,No sabe
s815aa,1,2013,Yes,Si
s815ab,1,2013,Yes,Si
s815ac,1,2013,Yes,Si
